code,name
32012356,날라리 (LALALAY)
31939397,What a life
31951249,BOOM
32038651,워커홀릭
32028531,헤어지자 (Prod. 정키)
32031043,가을밤 떠난 너
32003395,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
32034629,사랑이란 멜로는 없어
32048693,가끔 이러다
32021744,다시 만날까 봐
32061975,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지"
32006650,벗
32012743,FLASH
32006890,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)"
32059630,조금 취했어 (Prod. 2soo)
32038653,XX
32021135,바다 (Feat. 기리보이) (Prod. 기리보이)
8119658,꿈속에 너 (Feat. 전상근)
32038652,25
32012744,웃을 때 제일 예뻐
32057802,Feel Special
32012746,U GOT IT (X1 Ver.)
32006894,러브 델루나
32012747,움직여 (MOVE) (Prod. by ZICO) (X1 Ver.)
32038654,Taste
32012745,괜찮아요
32038655,낮 (Day off)
32030864,달라진 니 마음
32021136,"덜어 (Feat. Kid Milli, 스윙스) (Prod. BOYCOLD)"
32061976,달
32021137,BAMN (Prod. millic)
32012742,Stand Up (Intro.)
32040854,트루먼 쇼
32091557,새 사랑
32085144,있어줘요
32081871,허전해
32091434,떨어지는 낙엽까지도
32073454,우리 어떻게 할까요
32071685,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)"
32071687,사람
32128104,"인기 (Feat. 송가인, 챈슬러)"
32080223,이별행동
32061977,FREEDOM
32128105,샤넬 (Feat. 박봄)
32061974,물 만난 물고기
32073457,널 안지 않을 수 있어야지
32061980,밤 끝없는 밤
32091435,만추 (Feat. Crush)
32057588,나만 아픈 일
32061973,뱃노래
32080241,전화를 할까봐
32091615,호랑이소굴 (Feat. Jvcki Wai)
32130396,불티 (Spark)
32061979,고래
32061982,시간을 갖자
32061981,작별 인사
32073455,그대에게
32071824,"그대의 밤, 나의 아침"
32089743,헤어질 자신 있니 (Narr. SBS 박선영 아나운서)
32108377,정말 헤어지는 거야 (With 죠지)
32061978,더 사랑해줄걸
32073456,고운 그대는 시들지 않으리
32091559,우리 시작해도 괜찮을까요
32143487,Love poem
32156286,늦은 밤 너의 집 앞 골목길에서
32183386,Blueming
32171791,이 번호로 전화해줘
32175937,HIP
32142272,이별주
32125782,LION
32140355,이별은 늘 그렇게 (Duet. 정은지)
32153755,5월의 밤
32182535,시간의 바깥
32128107,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일)
32183384,unlucky
32136650,영화 속에 나오는 주인공처럼
32168238,차가워진 이 바람엔 우리가 써있어 (Bad Love)
32183385,그 사람
32153603,축제
32149755,FLOWER SHOWER
32183387,자장가
32130404,Gravity
32141931,남겨짐에 대해 (Feat. 다운)
32159599,을 (Feat. BIG Naughty (서동현))
32125783,우린 결국 다시 만날 운명이었지 (Destiny)
32128108,온도 (Feat. 수란)
32170701,운명이 내게 말해요
32130395,Here I Am
31691453,안녕이라는 말
32130500,원더우먼
32128106,무인도 (Feat. MOON)
32228058,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)"
32226962,나의 오랜 연인에게
32243273,Square (2017)
32224272,METEOR
32224383,헤어진 우리가 지켜야 할 것들
32235310,십이월 이십오일의 고백
32240554,첫 겨울이니까
32217921,Obsession
32180580,"숨겨진 세상 (Into the Unknown End Credit Version) (""겨울왕국 2"")"
32273582,Psycho
3053259,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ)
3973781,크리스마스니까
32271720,"다시는 사랑하지 않고, 이별에 아파하기 싫어"
32225055,잘 살고 있다
32224149,"FEVER (Feat. 수퍼비, BIBI)"
32213920,날 보러 와요 (Come See Me)
32243262,Popo (How deep is our love?)
32217922,Trouble
32187544,우리 왜 헤어져야 해
32224271,빌었어
32217924,춤 (Groove)
32243275,0310
32217929,나비효과 (Butterfly Effect)
32217923,지킬 (Jekyll)
32217925,Ya Ya Ya
32224088,마음
32217928,오늘도 (Day After Day)
32217926,Baby You Are
32217927,Non Stop
32254295,Amanda (Feat. Simon Dominic) (Prod. By UNTITLEDS)
32198209,맵고짜고단거 (Feat. 페노메코)
32226455,제설
30806580,instagram
30086173,비행운
30829858,#첫사랑
30781481,Heart Shaker
30810765,겨울소리
30659630,밤이 되니까
30757693,기억의 빈자리
30833270,답장
30729198,좋아
30486509,좋니
30383758,Lonely (Feat. 태연)
30736437,피카부 (Peek-A-Boo)
30838076,주인공
30700708,LIKEY
30550388,all of my life
30709103,"그때의 나, 그때의 우리"
30637776,이 별
30657307,썸 탈꺼야
30753021,눈 (Feat. 이문세)
30613202,시차 (We Are) (Feat. 로꼬 & GRAY)
30688500,연애소설 (Feat. 아이유)
30587846,가시나
30753213,바보야
30688990,그 사람을 아나요
30492279,비도 오고 그래서 (Feat. 신용재)
8086947,한숨
30099927,노력
30657311,나의 사춘기에게
30851703,다른사람을 사랑하고 있어
30713051,덜덜덜
30529996,Ko Ko Bop
30481578,마지막처럼
30690674,눈 떠보니 이별이더라
30657308,Blue
30512671,빨간 맛 (Red Flavor)
30637988,고민보다 Go
30467550,매일 듣는 노래 (A Daily Song)
30341745,REALLY REALLY
30667988,짙어져
30725643,뻔한 이별 (PROD. 13)
30844118,Roller Coaster
30688502,빈차 (Feat. 오혁)
30616684,Power
4383833,바람이 불었으면 좋겠어
30468654,남이 될 수 있을까
8033528,어디에도
30777979,바보에게 바보가
30637987,MIC Drop
30636089,가을 아침
30550293,사랑하지 않은 것처럼
30827192,비밀정원
30806539,지나갈 테니 (Been Through)
30378156,팔레트 (Feat. G-DRAGON)
30824600,Tell Me
30688501,"노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)"
30784187,This Christmas
30611680,폰서트
30816860,뿜뿜
30725483,갖고 싶어
30492276,널 너무 모르고
30702937,우리 둘만 아는
30029173,피 땀 눈물
30414090,처음부터 너와 나
30784303,좋았을걸
30390068,오늘 취하면 (Feat. 창모) (Prod. SUGA)
30806540,Stay
30819446,칠해줘
4786735,Marry Me
30806541,Fall
30637983,Best Of Me
30806543,Good Night
30806544,Lights Out
30646585,잠 못 드는 밤 비는 내리고
4032981,여보세요
30725484,Twilight
30661885,WHERE YOU AT
30767984,Lip & Hip
30824538,떠나지마요
30543235,있다면
30751158,MIC Drop (Steve Aoki Remix) (Feat. Desiigner)
7857091,하루의 끝 (End of a day)
30715020,러브스토리 (Feat. 크러쉬)
30833272,사랑한다 말해도 (Feat. 이소라)
30381221,물감
30519033,Artist
30795395,내 편이 돼줘
30864993,Bad Boy
30877002,눈사람
30859636,너 없는 시간들
30878838,고맙다
30721801,My Way
30851704,HOLIDAY (Feat. DPR LIVE)
30849733,You
30879719,오늘밤도
30889512,다시 쓰고 싶어
30882218,봉제선 (Feat. 수란)
30859595,LONG TIME NO SEE
30874386,마지막으로 안아도 될까
30853153,빛이 나 (Shinin`)
30869144,이별 뒷면
30712793,박수
30890388,별
30899960,후유증
30878839,지금 널 찾아가고 있어
30859585,BEAUTIFUL
30844817,꽃이야
30937275,별이 빛나는 밤
30948698,꽃 길
30939452,Jenga (Feat. Gaeko)
30939454,내가 더 나빠
30930312,약속해요 (I.P.U.)
30939453,괜찮냐고
30957524,북 (Prod. SLO)
30889749,애쓰지 마요
30935467,별 바람 꽃 태양
30902280,네가 없는 곳
30970444,소나기 (Feat. 10cm)
30951305,나타나줘 (Feat. 박재범)
30689468,결혼
30974156,어린 왕자 (Prod. Godic)
30939455,잘 살길 바래 (With. DAVII)
30929917,고무줄다리기 (Rubber Band)
30902271,비가 온다
91299,빛 (Hope)
4579468,봄 사랑 벚꽃 말고
30939457,MIANHAE
30989550,바코드 (Prod. GroovyRoom)
31006730,What is Love?
30997649,EVERYDAY
31019584,붕붕 (Feat. 식케이) (Prod. GroovyRoom)
30974158,"Like It (Feat. 행주, 보이비)"
31019586,전혀 (Feat. 우원재) (Prod. GroovyRoom)
31004548,탓 (Prod. BOYCOLD)
31009483,花요일 (Blooming Day)
9642570,넋두리
31019585,"이로한 (Feat. ELO, Jessi) (Prod. Padi)"
31004550,Adios (Prod. BOYCOLD)
30989546,"Young Wave (Feat. 행주, 보이비)"
8124417,봄이 좋냐??
30960340,GOLD
30960344,너의 이름을
30997650,AIR
30960343,보여
30990167,내일해
30960345,약속해요 (고백 Ver.)
31009487,Playdate
31046548,욕심
30960342,WE ARE
30997652,손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO)
31009484,내일 만나 (Sweet Dreams!)
31009486,Vroom Vroom
31025164,EASY (Feat. 식케이)
31052421,밤 (Time for the moon night)
31056799,잊을만하면
31052592,별 시 (別 時)
31055324,LATATA
30992157,빛나리
30985406,어른
31085239,134340
31085240,낙원
31052478,"My Paradise (Feat. 청하, VINXEN)"
31085241,Love Maze
31085242,Magic Shop
31085243,Airplane pt.2
31009482,Monday Blues
31009488,휴일 (Lazy)
31009485,Thursday
31070262,우리 서로
31098083,빙글뱅글 (Bingle Bangle)
31131274,Forever Young
31113241,캥거루 (Kangaroo) (Prod. ZICO)
31113243,모래시계 (Prod. 헤이즈)
31107239,이 밤의 끝
31113242,영원+1 (Prod. NELL)
31113244,11 (Prod. 다이나믹듀오)
31085245,So What
31097925,데리러 가 (Good Evening)
31093714,Lonely
31085236,Intro : Singularity
31085246,Outro : Tear
31123630,The Feeling
31093709,바람사람
31093282,"다시, 우리"
31113142,FAKE LOVE (Rocking Vibe Mix)
31106982,LOVE YA!
31126139,불행 (Feat. 빈첸 (VINXEN))
31131275,Really
31161280,1도 없어
31164090,동화
31159436,장마 (Rainy Season)
31189241,너나 해 (Egotistic)
31149418,BAAM
31194610,Love U
31172274,지각
31196764,여름여름해 (Sunny Summer)
31155216,그대만 보여서
31186131,Cereal (Feat. ZICO)
31147211,Dejavu
31181342,마치 우린 없었던 사이 (Prod. 정키)
31199873,"셋 셀테니 (1, 2, 3!)"
31191636,Dejavu
31161291,그해 여름
31215747,SoulMate (Feat. 아이유)
31230093,Power Up
31224316,죽겠다 (KILLING ME)
31246870,한(一)
31263577,매트리스
31224264,비가 내리면
31227367,좋은 날
31189090,우리의 새벽은 낮보다 뜨겁다
31236780,휴가
31280273,YOUNG
31288765,몰랐니 (Lil` Touch)
31266286,Trivia 轉 : Seesaw
31262847,왜 몰랐을까
31266292,Trivia 起 : Just Dance
31266300,Trivia 承 : Love
31288752,"NOAH (Feat. 박재범, Hoody)"
31252455,Rumor
31297335,불꽃놀이 (Remember Me)
31299371,잘 지내요
31257764,스무살이 왜이리 능글맞아 (Feat. 숀 (SHAUN))
31211213,첫날밤
31279316,We Go Up
31309947,도망가지마
31340982,사임사임 (Feat. CHANGMO)
31331750,나
31353993,Hate You (Feat. 우원재) (Prod. 코드 쿤스트)
31324696,Perfect
31340983,"공상과학기술 (Feat. 기리보이, 스윙스) (Prod. 기리보이)"
31349614,너에게
31340984,"패 (Feat. 넉살, 딥플로우)"
31358698,벚꽃연가
31306201,열애중 (답가)
31309079,We Young
31329012,Wow Thing
31346039,Not A Love
31399796,NoNo (Feat. 사이먼 도미닉) (Prod. 코드 쿤스트)
31403263,Goodbye
31376228,Friend
31388146,잘 지내줘
31414480,소년점프 (Feat. 배기성)
31385181,Change (Feat. GRAY) (Prod. 코드 쿤스트)
31385179,억 (Feat. CHANGMO) (Prod. CHANGMO)
31399963,POP/STARS
31409519,"하루살이 (feat. 설리, Rad Museum)"
31399723,節奏 (Tempo)
31435731,알러뷰
31433085,집
31433086,불꽃놀이 (Flowerbomb)
31433089,술래
31451245,이 밤이 특별해진 건
31433087,묻고싶다 (One Love)
31433088,Deeper
31433092,소나무
31433093,Beautiful (Part ll)
30179089,당신의 밤 (Feat. 오혁)
30157753,Beautiful
30147445,에라 모르겠다
30163110,좋다고 말해
30132687,Stay With Me
30181278,오랜 날 오랜 밤
30177818,I Miss You
30169608,이쁘다니까
30169383,Who Are You
30079086,Decalcomanie (데칼코마니)
30147446,LAST DANCE
30132701,저 별
30054344,TT
30179088,쏘아
9620469,우주를 줄게
9620473,나만 안되는 연애
30069773,불장난
30191370,소원
30178900,첫 눈
30179092,만세
30120986,이 바보야
30205955,행복한 척
30143498,내 눈에만 보여
30179090,처럼 (Feat. 이하이)
9614761,그대라는 사치
30143605,Hush
30147447,GIRLFRIEND
30105621,나비잠 (Sweet Dream)
8143111,돌아오지마 (Feat. 용준형 Of 비스트)
8155478,심술
5398990,이 소설의 끝을 다시 써보려 해
30113165,"BERMUDA TRIANGLE (Feat. Crush, DEAN)"
30105590,꽃길 (Prod. By ZICO)
30179093,지칠 때면 (Feat. 김종완 of Nell)
30040810,너무너무너무
30049271,"All I Wanna Do (K) (Feat. Hoody, Loco)"
9631530,내가 저지른 사랑
30072072,11:11
30179091,독도리 (Feat. 매드클라운)
8199190,널 사랑하지 않아
30011624,숨
9634954,러시안 룰렛 (Russian Roulette)
30179099,Excuse Me
8203900,너였다면
8158031,CHEER UP
9620471,You(=I)
8109412,D (half moon) (Feat. 개코)
30215199,기다렸다 가
30202716,최고의 선물 (Prod. by PSY)
8304594,휘파람
30157820,For Life
30063772,남아있어 (Feat. Crush)
30181277,리얼리티
30038185,어떻게 지내
9613173,목요일 밤 (Feat. 빈지노)
30035555,내 옆에 그대인 걸
30208070,소나기
8261338,Day Day (Feat. 박재범) (Prod. by GRAY)
30072075,널 너무 사랑해서 (Feat. 정은지 of 에이핑크)
8217164,Monster
8271355,"And July (Feat. DEAN, DJ Friz)"
30126870,술 한잔해요 오늘
8308231,puzzle
30139562,어디선가 언젠가
30203902,HEAVEN
9646572,끝
30203331,LOVE
30115011,거짓말 (Feat. 이해리 Of 다비치)
8167307,불타오르네 (FIRE)
9609354,If You
3620493,안아줘
9606657,Lotto
30213419,Round and round (Feat. 한수지)
30035184,빌려줄게
8252408,Forever (Prod. By GRAY)
9629220,구르미 그린 달빛
5605860,오빠야
8262125,너 그리고 나 (NAVILLERA)
30025065,세 단어
30157821,Falling For You
8217163,Lucky One
30181283,그때 그 아이들은
30159661,죽어도 너야
30113197,그대라는 세상
30088156,"가끔 (Feat. Crush, 기리보이)"
30215217,안녕
30126971,커플 (2016)
30157822,What I Want For Christmas
30177184,널 미워하지 않길 (Prod. By 하동균)
30181282,집에 돌아오는 길
30153027,바람꽃
30181279,못생긴 척
30113169,나쁜X (BAD YEAR)
30192354,And I`m here
30157824,Winter Heat
30181276,생방송
30227061,노래
30227054,Rookie
30227065,Complex (feat. G-DRAGON)
30232778,YESTERDAY
30230986,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기)
30227063,미안해 (feat. Beenzino)
30247520,비가와 (Rain)
30261007,KNOCK KNOCK
30227060,영화관
30244932,Not Today
30215674,Think About` Chu (Prod. By 박근태)
30225056,"혼자, 한잔"
30257703,넘어와 (Feat. 백예린)
8276708,마에스트로 (Maestro)
30227062,Comedian
30227064,나쁜 놈들
30227066,바람 (2015)
30217810,Yes No Maybe
30244934,A Supplementary Story : You Never Walk Alone
30244933,Outro : Wings
30278209,Fine
30290011,부담이 돼 (Feat. 휘인 Of 마마무)
30286429,MOVIE
30285450,FINGERTIP
30310862,얼굴 찌푸리지 말아요
30272285,언젠가 (SOMEDAY)
30294629,아름답다
30269908,기다리지 말아요
30079094,기도 (I`ll Be Your Man)
30254786,반창고
30301700,바램
30259844,좋아해 (bye)
30310702,그리워요 (Girlfriend)
8276709,아름다워
8115192,봄날의 기억
30274893,WoW!
30293567,"유후 (You, Who?)"
30269298,Let Me Love You
30310624,Bunzi (번지)
30278210,Cover Up
5542797,"그때, 우리로"
30286430,ABOUT TIME
30254891,안녕 못해 (I`m Not Okay)
30306547,사랑은 지옥에서 온 개 (Feat. 수란)
30349593,사랑이 잘 (With 오혁)
30355842,She`s a Baby
30343207,Make Me Love You
30367365,BLUE MOON (Prod. GroovyRoom)
30351579,너란 봄 (Feat. 하림)
30324427,I`ll Be Yours
30337190,Come For You (Feat. HOMEBOY & FNRL.)
30378157,이런 엔딩
30378155,이 지금
30340879,코끼리 (Feat. 랩몬스터)
30367190,바래다줄게 (Take You Home)
30341746,FOOL
30378159,잼잼
30383949,TOMBOY
4636238,그대가 나를 본다면
30378164,이름에게
30349960,낮보다는 밤
30337187,종 (Feat. 효린)
30378160,Black Out
30313945,WEE WOO
30335226,Would U
30378161,마침표
30403589,I LUV IT
30403590,New Face
30408193,맞지?
30413326,SIGNAL
30399360,미치고 싶다
30294022,나야 나 (PICK ME)
30403591,마지막 장면 (Feat. 이성경)
30403595,팩트폭행 (Feat. G-DRAGON)
30431400,모해 (mohae) (Feat. 볼빨간사춘기)
30403593,"BOMB (Feat. B.I, BOBBY)"
30403592,LOVE (Feat. 태양)
30419668,혼자
30394259,아프지 마요
30394657,그대로일까 (Feat. 헤이즈)
30395923,"지금, 우리"
30403070,Dejavu
30393717,Fly away
30416232,"그러나, 밤"
30461396,"무제(無題) (Untitled, 2014)"
30447547,LONELY
30453635,NEVER
30461394,개소리 (BULLSHIT)
30442480,CALLING YOU
30488202,나로 말할 것 같으면 (Yes I am)
30453634,Oh Little Girl
30461395,SUPER STAR
30440430,사랑앓이 (With 김나영)
30453633,열어줘
30428511,지나쳐 (Feat. DEAN)
30461393,INTRO. 권지용 (Middle Fingers-Up)
3853980,어땠을까 (Feat. 박정현)
30428238,울고 싶지 않아
30442275,달콤한 빈말 (Feat. 바버렛츠)
30457690,Why Don`t You Know (Feat. 넉살)
30453632,I Know You Know
30461397,OUTRO. 신곡(神曲) (Divina Commedia)
30453631,Show Time
30453406,1+1=0 (Feat. DEAN)
30434161,다시 만나는 날 (Goodbye for now)
30478321,Hands on me
30465044,좋아한다 안 한다 (Duet. 세정 of 구구단) (Prod. 박경)
30478323,이 자리에 (Always)
30478322,Super Hot
30492606,FIVE
30495638,아침에 (Feat. Bryn)
30519035,FANXY CHILD (Feat. FANXY CHILD)
30500917,Outside (Feat. Beenzino)
30492277,먹구름 (Feat. nafla)
30488205,"아재개그 (Narr. 김대희, 김준호)"
30519034,ANTI (Feat. G.Soul)
30440287,굿모닝 (Good Morning)
30529995,전야 (前夜) (The Eve)
30536155,DINOSAUR
5659728,"작두 (Feat. 넉살, Huckleberry P)"
30495276,FRUITY (Prod. GroovyRoom)
30497189,Seoul (Feat. Killagramz)
30462531,알듯 말듯해
30529997,What U do?
30529998,Forever
30530002,기억을 걷는 밤 (Walk On Memories)
30530000,너의 손짓 (Touch It)
30566061,N분의1 (Feat. 다이나믹듀오)
30566064,"요즘것들 (Feat. ZICO, DEAN)"
30558525,귀를 기울이면 (LOVE WHISPER)
30565334,LOVE ME LOVE ME
30568337,활활 (Burn It Up)
30565630,Holiday
30568339,Wanna Be (My Baby)
30566063,"도박 (Life Is a Gamble) (Feat. 박재범, Dok2)"
30576771,"어디 (Feat. DEAN, ZICO)"
30568340,이 자리에 (Acoustic Ver.)
30588629,"부르는게 값이야 (Feat. 개코, 던밀스)"
30565335,ISLAND
30551005,그럴걸
30588628,SEARCH (Feat. 카더가든)
30581595,DARLING
30529999,다이아몬드 (Diamond)
30530001,소름 (Chill)
30568336,To Be One (Intro.)
30601121,"Red Sun (Feat. ZICO, Swings)"
30530003,내가 미쳐 (Going Crazy)
30588627,"또 (Feat. Tiger JK, Bizzy, 마샬(MRSHLL))"
30566062,"젓가락 (Feat. Tiger JK, Bizzy, Ann One)"
30576772,"로비로모여 (Feat. 다이나믹듀오, 청하, 뮤지)"
30565629,All Night
30605241,베베 (BABE)
30601123,필라멘트 (Feat. BSK A.K.A 김범수)
30612159,MOVE (Feat. Bizzy)
30646584,비밀의 화원
30602534,HELP
30609787,JUST U (PROD. GroovyRoom)
30601119,"진자 (ZINZA) (Feat. YDG, 수란)"
30616685,Sweet Lies
30607341,Right? (Feat. 소유)
